videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt,parentId,commentId
sSRP6TGVVeA,"<a href=""https://www.youtube.com/watch?v=pHjyK-g4VH0"">https://www.youtube.com/watch?v=pHjyK-g4VH0</a>",https://www.youtube.com/watch?v=pHjyK-g4VH0,Leo Mutombo,https://yt3.ggpht.com/ytc/AGIKgqOSOP8L1PsrnjKAL7ByGdFe-sI0zl1sx84J8A=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC1bzkoZiOhTlUi3nl5TmQ4g,{'value': 'UC1bzkoZiOhTlUi3nl5TmQ4g'},True,none,0,2022-09-12T12:36:14Z,2022-09-12T12:36:14Z,UgyMUYgwHaXMF5WpyOt4AaABAg,UgyMUYgwHaXMF5WpyOt4AaABAg.9S22hof6Pki9fsYWIHOvBk
sSRP6TGVVeA,"@FelixAustria In Dänemark ist Corona vorbei, aber bei uns verschärfen die Politgogerln die Maßnahmen auch noch. Wie irre ist diese Politik ????","@FelixAustria In Dänemark ist Corona vorbei, aber bei uns verschärfen die Politgogerln die Maßnahmen auch noch. Wie irre ist diese Politik ????",Robert Shawmarsh,https://yt3.ggpht.com/ytc/AGIKgqPW-gWtVyrU0tFNj9gaHV4xUVntaD_hv4ZvPg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCaf8c8aGE76HQ2OmpzZGM_Q,{'value': 'UCaf8c8aGE76HQ2OmpzZGM_Q'},True,none,0,2021-09-14T08:01:02Z,2021-09-14T08:01:02Z,UgzpnanzoqD-Mcsn1xx4AaABAg,UgzpnanzoqD-Mcsn1xx4AaABAg.9S1unwuWORd9SGMT25a7pP
sSRP6TGVVeA,"@FelixAustria Da hast Du dich mit deinem letzten Kommentar selbst disqualifiziert, denn eine Ansteckung kann nur über Mund oder Nase in Form einer Tröpfcheninfektion erfolgen. Was glaubst Du was  tun die Ärzte bei Operationen  im Spital, sie setzen die Maske auf und schon kann jede Infektion verhindert werden. Oder glaubst Du allen ernstes, der Virus fliegt durch die Luft und dringt durch unsere Haut ein ????","@FelixAustria Da hast Du dich mit deinem letzten Kommentar selbst disqualifiziert, denn eine Ansteckung kann nur über Mund oder Nase in Form einer Tröpfcheninfektion erfolgen. Was glaubst Du was  tun die Ärzte bei Operationen  im Spital, sie setzen die Maske auf und schon kann jede Infektion verhindert werden. Oder glaubst Du allen ernstes, der Virus fliegt durch die Luft und dringt durch unsere Haut ein ????",Robert Shawmarsh,https://yt3.ggpht.com/ytc/AGIKgqPW-gWtVyrU0tFNj9gaHV4xUVntaD_hv4ZvPg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCaf8c8aGE76HQ2OmpzZGM_Q,{'value': 'UCaf8c8aGE76HQ2OmpzZGM_Q'},True,none,0,2021-09-14T07:19:29Z,2021-09-14T07:19:29Z,UgzpnanzoqD-Mcsn1xx4AaABAg,UgzpnanzoqD-Mcsn1xx4AaABAg.9S1unwuWORd9SGHhk1LltA
sSRP6TGVVeA,"@Robert Shawmarsh Wie man sieht, reicht Maske und Abstand aber leider nicht.<br>Virenfrei und symptomfrei kannst du nicht gleichsetzen.","@Robert Shawmarsh Wie man sieht, reicht Maske und Abstand aber leider nicht.
Virenfrei und symptomfrei kannst du nicht gleichsetzen.",FelixAustria,https://yt3.ggpht.com/ytc/AGIKgqNllulXyZKVWuhJeL0LtHwtSnyiMxUO1LVtz7Hz6Ob7uj_ZothAHka-zbcX5GED=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCJgbLrmAtUVbGroqOjcW9Yg,{'value': 'UCJgbLrmAtUVbGroqOjcW9Yg'},True,none,0,2021-09-13T18:05:30Z,2021-09-13T18:05:30Z,UgzpnanzoqD-Mcsn1xx4AaABAg,UgzpnanzoqD-Mcsn1xx4AaABAg.9S1unwuWORd9SErqO3z345
sSRP6TGVVeA,"@FelixAustria Ich weiß schon, dass wir  beide niemals einer Meinung sein können, mir ist aber wichtig,  dass ich selbst über meinen Körper bestimmen kann und nicht der Kurz Bubi, weil noch immer nicht sichergestellt ist, dass Nebenwirkungen verbunden mit gravierenden Körperschäden auftreten können. Ich bin seit mehr als 1 1/2 Jahren, seit es Corona gibt, niemals mit Covid 19 in Berührung gekommen, war also bis heute immer  virenfrei, habe ein gesundes Immunsystem und fürchte mich auch nicht  vor diesem Virus. Ich kenne in  meiner Verwandtschaft keinen einzigen Corona Patienten, ich kenne aber einige Leute, die nach der Corona Impfung schwere Nebenwirkungen eingefangen haben. Ich kann Dänemark nicht beurteilen, aber Tatsache ist, dass alle Maßnahmen aufgehoben wurden. Es gibt auch noch etliche Staaten die niemals so rigorose Maßnahmen wie Österreich eingeführt haben und trotzdem passable Ergebnisse erzielt haben. Maske oder Abstand würden nämlich durchaus genügen um den Virus auf Abstand zu halten.","@FelixAustria Ich weiß schon, dass wir  beide niemals einer Meinung sein können, mir ist aber wichtig,  dass ich selbst über meinen Körper bestimmen kann und nicht der Kurz Bubi, weil noch immer nicht sichergestellt ist, dass Nebenwirkungen verbunden mit gravierenden Körperschäden auftreten können. Ich bin seit mehr als 1 1/2 Jahren, seit es Corona gibt, niemals mit Covid 19 in Berührung gekommen, war also bis heute immer  virenfrei, habe ein gesundes Immunsystem und fürchte mich auch nicht  vor diesem Virus. Ich kenne in  meiner Verwandtschaft keinen einzigen Corona Patienten, ich kenne aber einige Leute, die nach der Corona Impfung schwere Nebenwirkungen eingefangen haben. Ich kann Dänemark nicht beurteilen, aber Tatsache ist, dass alle Maßnahmen aufgehoben wurden. Es gibt auch noch etliche Staaten die niemals so rigorose Maßnahmen wie Österreich eingeführt haben und trotzdem passable Ergebnisse erzielt haben. Maske oder Abstand würden nämlich durchaus genügen um den Virus auf Abstand zu halten.",Robert Shawmarsh,https://yt3.ggpht.com/ytc/AGIKgqPW-gWtVyrU0tFNj9gaHV4xUVntaD_hv4ZvPg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCaf8c8aGE76HQ2OmpzZGM_Q,{'value': 'UCaf8c8aGE76HQ2OmpzZGM_Q'},True,none,0,2021-09-13T17:40:08Z,2021-09-13T17:40:08Z,UgzpnanzoqD-Mcsn1xx4AaABAg,UgzpnanzoqD-Mcsn1xx4AaABAg.9S1unwuWORd9SEowdF5yFo
sSRP6TGVVeA,"@Robert Shawmarsh schlechtes beispiel. schau nach dänemark oder in andere länder, die eine noch bessere impfrate haben! nur weil es in einem land nicht funktioniert, heißt das noch lang nicht, dass die impfung nicht wirkt!","@Robert Shawmarsh schlechtes beispiel. schau nach dänemark oder in andere länder, die eine noch bessere impfrate haben! nur weil es in einem land nicht funktioniert, heißt das noch lang nicht, dass die impfung nicht wirkt!",FelixAustria,https://yt3.ggpht.com/ytc/AGIKgqNllulXyZKVWuhJeL0LtHwtSnyiMxUO1LVtz7Hz6Ob7uj_ZothAHka-zbcX5GED=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCJgbLrmAtUVbGroqOjcW9Yg,{'value': 'UCJgbLrmAtUVbGroqOjcW9Yg'},True,none,0,2021-09-13T15:39:23Z,2021-09-13T15:39:23Z,UgzpnanzoqD-Mcsn1xx4AaABAg,UgzpnanzoqD-Mcsn1xx4AaABAg.9S1unwuWORd9SEb7DedCJB
sSRP6TGVVeA,Nope,Nope,MaMa VII,https://yt3.ggpht.com/ytc/AGIKgqOeAK8cmmjz5rjrGHHwXAcLiDygWhq026VXA8xc4w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC96wILbW0GOdFQMkT9kLMVw,{'value': 'UC96wILbW0GOdFQMkT9kLMVw'},True,none,0,2021-09-15T20:26:37Z,2021-09-15T20:26:37Z,UgxR68MleAooBM_1L9Z4AaABAg,UgxR68MleAooBM_1L9Z4AaABAg.9S1_NAmBC_K9SKG_j6AdmH
sSRP6TGVVeA,"@FelixAustria Dann ist es komisch, dass die Grenzen nicht gschlossen wurden, nachdem bekannt wurde, dass so ein ,,tödlicher&quot; ,,Virus&quot; in Wuhan gefunden wurde. Drei Monate waren Zeit. Welches Argument bringst jetzt? Dass die Regierung unfähig ist, und aus Fehlern lernt? Ja, ich glaub auch, dass ich aus Fehlern lern, wenn ich mit denen fertig bin.","@FelixAustria Dann ist es komisch, dass die Grenzen nicht gschlossen wurden, nachdem bekannt wurde, dass so ein ,,tödlicher"" ,,Virus"" in Wuhan gefunden wurde. Drei Monate waren Zeit. Welches Argument bringst jetzt? Dass die Regierung unfähig ist, und aus Fehlern lernt? Ja, ich glaub auch, dass ich aus Fehlern lern, wenn ich mit denen fertig bin.",Adolf Hitler,https://yt3.ggpht.com/ytc/AGIKgqONDjMsBQAwAluHW3RW5nRJhwnZYOdw1uiEbA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCzM7wMwuNKuxeCFDpvuJcIA,{'value': 'UCzM7wMwuNKuxeCFDpvuJcIA'},True,none,0,2021-09-12T00:52:52Z,2021-09-12T00:52:52Z,UgyyCNiyLGDB7gH3E-N4AaABAg,UgyyCNiyLGDB7gH3E-N4AaABAg.9S1_4SoWbgX9SARsLPGNvB
sSRP6TGVVeA,"Und was soll das bringen? Infizierts euch noch mehr, dann haben wir schneller ein Lockdown...^^","Und was soll das bringen? Infizierts euch noch mehr, dann haben wir schneller ein Lockdown...^^",FelixAustria,https://yt3.ggpht.com/ytc/AGIKgqNllulXyZKVWuhJeL0LtHwtSnyiMxUO1LVtz7Hz6Ob7uj_ZothAHka-zbcX5GED=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCJgbLrmAtUVbGroqOjcW9Yg,{'value': 'UCJgbLrmAtUVbGroqOjcW9Yg'},True,none,2,2021-09-08T19:05:33Z,2021-09-08T19:05:33Z,UgyyCNiyLGDB7gH3E-N4AaABAg,UgyyCNiyLGDB7gH3E-N4AaABAg.9S1_4SoWbgX9S25jnX9Av-
sSRP6TGVVeA,🤣🤣🤣👎🤮,🤣🤣🤣👎🤮,Jewaa Blabla,https://yt3.ggpht.com/ytc/AGIKgqPut5KMobYPC9KgZ7vNK3CnK8rf_yUUo2wHsJNKhw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCbJuCt0HraHg2mw8oW9_-HA,{'value': 'UCbJuCt0HraHg2mw8oW9_-HA'},True,none,2,2021-09-08T14:03:43Z,2021-09-08T14:03:43Z,,UgyfVFlrMReT5CjbmxJ4AaABAg
sSRP6TGVVeA,👎🏽👎🏽👎🏽,👎🏽👎🏽👎🏽,Lili L,https://yt3.ggpht.com/ytc/AGIKgqO103aGNKuSeATBY8UEk-ZLF1t_KZDZaqjpVA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCmJ25_p3ejPzyelBqMnrzgQ,{'value': 'UCmJ25_p3ejPzyelBqMnrzgQ'},True,none,6,2021-09-08T13:49:10Z,2021-09-08T13:49:10Z,,UgzmpnHyciJOJV7_Y9F4AaABAg
