channel_id,video_id,comment_id,date,author,comment_text
UCPH3ZPeqWqRVZ_ef4vOZgSw,tewlw2R8rvo,UgxO1RLvqOmSmANllg54AaABAg,2023-04-19T13:54:39Z,Tobias Eichwald,"Wir haben doch schon nw finanzkrise, noch eine dazu? Also ihr, die die welt gestalten, ihr habt sie nicht mehr alle. Ich bin raus, adios 😂 mach was ich will 🖕"
UCPH3ZPeqWqRVZ_ef4vOZgSw,tewlw2R8rvo,Ugy6znjTySO-dlXP1id4AaABAg,2023-04-18T15:05:52Z,Johann Stahl,Die sie schlimmer nazis als die Politiker und Wal sie Millionen. Verdienen und die armen wollt Geld in die Tasche wegnehmen und die armen werden noch ärmer und ihre Politiker Toiletten als Geld wegnehmen was das Arbeiter und die amen wegnehmen und ihre Politiker sind wie die alle Nazis und du Will schlecht für das vor alt und spalten die arbeiten für Putin wie mein Die  Sandra wagenkne  nazis
UCPH3ZPeqWqRVZ_ef4vOZgSw,tewlw2R8rvo,UgzSyBT9wyHinAYUKVp4AaABAg,2023-04-18T09:58:41Z,adolfin von arlekin,"hallo, liebe Sahra Ich bringe FRIEDEN RU DE  ICH bin ANikolai 14480 potsdam d. schneider str 6 Ich bin Neue CHRISTI"
UCPH3ZPeqWqRVZ_ef4vOZgSw,tewlw2R8rvo,UgxzcHuuULdqJy91Zyt4AaABAg,2023-04-18T08:58:04Z,adolfin von arlekin,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
UCPH3ZPeqWqRVZ_ef4vOZgSw,tewlw2R8rvo,Ugz1XGPKGwfLx3tTsGR4AaABAg,2023-04-17T16:00:27Z,Kai Kalaschnikov,Mit den Bedrängern muss endlich reiner Tisch gemacht werden
UCPH3ZPeqWqRVZ_ef4vOZgSw,tewlw2R8rvo,Ugzqo41vAtaxVisKrNN4AaABAg,2023-04-17T10:00:11Z,Kova Dokic,Mus Ale cale Solc Robert Kristijan merkle Lena  besa niks Arme lojta
UCPH3ZPeqWqRVZ_ef4vOZgSw,tewlw2R8rvo,Ugz1hBvFOTcF8wCe8j54AaABAg,2023-04-17T03:05:16Z,19BadaBing84,Diese Frau ist ihr Geld wenigstens wert!
UCPH3ZPeqWqRVZ_ef4vOZgSw,tewlw2R8rvo,Ugwb_ziTimE9lVqi-K14AaABAg,2023-04-17T01:56:01Z,TheArkei,Endlich hält die Putinknecht ma ihr dumme Fresse
UCPH3ZPeqWqRVZ_ef4vOZgSw,tewlw2R8rvo,Ugwfi3g8w97juHqjsB14AaABAg,2023-04-15T18:57:26Z,Bernd Josef,"Danke Sarah, ein sehr gut erklärter Beitrag und auch verständlich für jedermann. Alles ist richtig, besser kann man es nicht bringen. Nur werden es zu wenige sehen, da man Deine Fakten sehr einseitig in den Medien blockiert. Doch werden es maximal 20% der Deutschen sehen wollen, die anderen 80% glauben nur das was die Leitmedien vermitteln. Schade, daß wir nur Vassallenpolitiker haben. Jedoch Du bist freidenkend und menschlich, ich glaube fest an Dich und Deine Ehrlichkeit. Bitte mach weiter so, und liebe Grüße auch an Oskar. PS. vielleicht kommt noch ein Beitrag von Dir über das Luft-  Geld oder  -Gold in den Papieren der Finanz ?"
UCPH3ZPeqWqRVZ_ef4vOZgSw,tewlw2R8rvo,UgzZ_0E0V3zD8gadaOp4AaABAg.9oXEJELGalV9oY8-qtCQTv,2023-04-15T21:43:07Z,Herr Jürgen,Was hat das mit dem Thema zu tun???
UCPH3ZPeqWqRVZ_ef4vOZgSw,tewlw2R8rvo,Ugx6Bk_2y2OBQtBCPWt4AaABAg,2023-04-15T13:12:53Z,oksana knaub,❤😂🎉😢😮😅😊
UCPH3ZPeqWqRVZ_ef4vOZgSw,tewlw2R8rvo,UgzTHY4j9UvqYfoWypR4AaABAg,2023-04-14T19:28:35Z,Rico Neu,"Was weißt Du verblödete Kaffeetante denn von Marktwirtschaft oder von komplexen Finanzinstrumenten? 
Das Wagenknecht spricht, die Wall Street hält den Atem an und lacht sich scheckig🤣 Mal wieder im Lehrbuch ""Staatsbürgerkunde"" oder ""Marxismus Leninismus"" geblättert und doch keine bunten Bilder gefunden? Das Schöne ist, dass ich wie 17 Millionen Insassen live dabei war und das Scheitern miterlebt habe. Eine schöne Metapher. Sie sind genauso stumpfsinnig, minderbemittelt und verblödet wie dieser alte kranke Mann, der zum Schluss alleine zum 40. Geburtstag dieser verarmten Irrenanstalt DDR da saß, im Palast dieser ""Republik"". Und genauso jämmerlich wie dieser ""Staat"" wirst du mit der gleichen Propaganda scheitern. Die Leute hören ihnen ihren Schwachsinn nur an, weil sie ganz gut aussehen für eine 67-jährige. Du bist dumm geboren, hast nie irgendetwas neues Bemerkenswertes dazu gelernt und offensichtlich mehr als die Hälfte vergessen. Gratulation! 

Eine Sache muss ich dir trotzdem zu Gute halten, Du spaltest und marginalisierst den erbärmlichen Rest der Linken auch noch. Braucht ohnehin Niemand. Spassiba. Und wo wir schon bei der Sprache deiner besten Freunde sind: Heute schon eine Waschmaschine geklaut? Ein ukrainisches Kind verschleppen lassen? Einem lebendem Menschen den Kopf abschneiden lassen? Prima Freunde hast du. Respekt! Weitermachen!"
